global_step,epoch,train/loss,time/wall_clock_sec,time/step_time_sec,sampler/query_norm,correction/weight_mean,correction/weight_min,correction/weight_max,correction/weight_clipped_frac,lsh/refresh_count,lsh/refresh_time_sec,sampler/p_mean,sampler/p_min,sampler/p_max,sampler/cp_mean,sampler/cpK_mean,sampler/bucket_size_mean,sampler/bucket_size_max,sampler/attempts_mean,sampler/fallback_rate,sampler/probability_clamped_frac
18,0.21794871794871795,0.6448046565055847,4.4290924072265625,0.1109311580657959,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
19,0.23076923076923078,0.6221397519111633,4.663955450057983,0.11432456970214844,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
20,0.24358974358974358,0.6532127261161804,4.882927417755127,0.10147428512573242,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
21,0.2564102564102564,0.6449017524719238,5.115149021148682,0.09739995002746582,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
22,0.2692307692307692,0.6394049525260925,5.361771821975708,0.11235451698303223,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
23,0.28205128205128205,0.6586917638778687,5.5852930545806885,0.10380005836486816,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
24,0.2948717948717949,0.6566123962402344,5.8292810916900635,0.11433100700378418,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
25,0.3076923076923077,0.6375589370727539,6.061059951782227,0.11362266540527344,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
26,0.32051282051282054,0.6226911544799805,6.913936138153076,0.1008152961730957,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
27,0.3333333333333333,0.6594852209091187,7.1716649532318115,0.1251392364501953,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
28,0.34615384615384615,0.6700271368026733,7.389797687530518,0.09573864936828613,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
29,0.358974358974359,0.6846230626106262,7.634209156036377,0.10931897163391113,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
30,0.3717948717948718,0.648735761642456,7.859261751174927,0.10198235511779785,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
31,0.38461538461538464,0.6563974022865295,8.087956190109253,0.09858465194702148,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
32,0.3974358974358974,0.6594966650009155,8.32019853591919,0.09778809547424316,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
33,0.41025641025641024,0.6277154684066772,8.560237169265747,0.10453033447265625,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
34,0.4230769230769231,0.6688826084136963,8.797842979431152,0.10338950157165527,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
35,0.4358974358974359,0.6111900210380554,9.036880731582642,0.10830569267272949,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
36,0.44871794871794873,0.6255698204040527,9.271985530853271,0.10930180549621582,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
37,0.46153846153846156,0.6812769174575806,9.508285760879517,0.11185741424560547,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
38,0.47435897435897434,0.6477882862091064,9.726304769515991,0.09659218788146973,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
39,0.48717948717948717,0.673782467842102,9.96444034576416,0.10098075866699219,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
40,0.5,0.6809278130531311,10.195277452468872,0.09811162948608398,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
41,0.5128205128205128,0.5717558860778809,10.427685737609863,0.09667706489562988,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
42,0.5256410256410257,0.5478582382202148,10.662580251693726,0.09911656379699707,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
43,0.5384615384615384,0.5573887825012207,10.909808874130249,0.11193585395812988,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
44,0.5512820512820513,0.5822768211364746,11.145305871963501,0.11352229118347168,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
45,0.5641025641025641,0.5419963598251343,11.384006977081299,0.11714482307434082,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
46,0.5769230769230769,0.5993971824645996,11.599662780761719,0.09824323654174805,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
47,0.5897435897435898,0.5951055288314819,11.847561597824097,0.11228728294372559,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
48,0.6025641025641025,0.6738742589950562,12.066142082214355,0.09610509872436523,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
49,0.6153846153846154,0.6194891929626465,12.303812026977539,0.10034751892089844,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
50,0.6282051282051282,0.6664782166481018,12.536491870880127,0.09988784790039062,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
51,0.6410256410256411,0.5622358322143555,13.405582427978516,0.10019779205322266,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
52,0.6538461538461539,0.5471733808517456,13.655286312103271,0.11452174186706543,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
53,0.6666666666666666,0.5985224843025208,13.873679399490356,0.0982351303100586,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
54,0.6794871794871795,0.5516763925552368,14.120251178741455,0.1113436222076416,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
55,0.6923076923076923,0.524688720703125,14.353719234466553,0.11108660697937012,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
56,0.7051282051282052,0.5098934173583984,14.57360053062439,0.09536886215209961,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
57,0.717948717948718,0.5789245367050171,14.808423519134521,0.09464120864868164,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
58,0.7307692307692307,0.5752783417701721,15.057111024856567,0.1081080436706543,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
59,0.7435897435897436,0.6079663038253784,15.292580604553223,0.10978078842163086,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
60,0.7564102564102564,0.47546327114105225,15.513242483139038,0.09694719314575195,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
61,0.7692307692307693,0.5100356340408325,15.74768328666687,0.09726476669311523,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
62,0.782051282051282,0.524235725402832,15.994843006134033,0.11003589630126953,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
63,0.7948717948717948,0.5796021223068237,16.233545780181885,0.11529803276062012,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
64,0.8076923076923077,0.6616777181625366,16.455699920654297,0.10317444801330566,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
65,0.8205128205128205,0.703193724155426,16.6994309425354,0.1128849983215332,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
66,0.8333333333333334,0.7251056432723999,16.926318883895874,0.10533475875854492,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
67,0.8461538461538461,0.6412850618362427,17.153907775878906,0.09859395027160645,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
68,0.8589743589743589,0.4453331232070923,17.388668298721313,0.09786653518676758,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
69,0.8717948717948718,0.5583716630935669,17.638336896896362,0.11291217803955078,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
70,0.8846153846153846,0.42618465423583984,17.85766291618347,0.0976569652557373,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
71,0.8974358974358975,0.6383007764816284,18.10635495185852,0.11190652847290039,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
72,0.9102564102564102,0.48902568221092224,18.347185134887695,0.11497330665588379,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
73,0.9230769230769231,0.598763108253479,18.57044291496277,0.10306668281555176,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
74,0.9358974358974359,0.6465743780136108,18.81203269958496,0.1082460880279541,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
75,0.9487179487179487,0.6153298616409302,19.04834771156311,0.10874104499816895,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
76,0.9615384615384616,0.48202744126319885,19.924302101135254,0.11266255378723145,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
77,0.9743589743589743,0.5193274021148682,20.162508964538574,0.11240839958190918,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
78,0.9871794871794872,0.48694437742233276,20.402334928512573,0.11517858505249023,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
79,1.0,0.4312836825847626,20.642768383026123,0.11560678482055664,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
80,1.0128205128205128,0.47959935665130615,20.869693756103516,0.10730504989624023,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
81,1.0256410256410255,0.3914949595928192,21.094623565673828,0.0968930721282959,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
82,1.0384615384615385,0.3610169589519501,21.346050262451172,0.11292695999145508,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
83,1.0512820512820513,0.69352126121521,21.568491220474243,0.09919261932373047,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
84,1.064102564102564,0.38706934452056885,21.806293725967407,0.10251474380493164,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
85,1.0769230769230769,0.505454957485199,22.05183982849121,0.11251711845397949,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
86,1.0897435897435896,0.5916531085968018,22.29134774208069,0.11653375625610352,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
87,1.1025641025641026,0.4102800786495209,22.513219833374023,0.09900665283203125,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
88,1.1153846153846154,0.4503573179244995,22.75002121925354,0.09882569313049316,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
89,1.1282051282051282,0.4644625782966614,22.985841512680054,0.09857964515686035,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
90,1.141025641025641,0.4396843910217285,23.237592458724976,0.11270570755004883,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
91,1.1538461538461537,0.5584579706192017,23.464087963104248,0.1020352840423584,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
92,1.1666666666666667,0.4629581868648529,23.71700429916382,0.12021160125732422,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
93,1.1794871794871795,0.5045602917671204,23.937220811843872,0.09921526908874512,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
94,1.1923076923076923,0.412504106760025,24.18790030479431,0.11367321014404297,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
95,1.205128205128205,0.47993505001068115,24.409099102020264,0.0995028018951416,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
96,1.2179487179487178,0.4327032268047333,24.655301332473755,0.11008691787719727,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
97,1.2307692307692308,0.42097198963165283,24.891899585723877,0.11062884330749512,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
98,1.2435897435897436,0.5055588483810425,25.126766204833984,0.11027407646179199,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
99,1.2564102564102564,0.5820150375366211,25.351909637451172,0.09870290756225586,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
100,1.2692307692307692,0.42078495025634766,25.58748984336853,0.09755086898803711,0.0,1.0,1.0,1.0,0.0,0,0.0,0.00040160642570281126,0.00040160642570281126,0.00040160642570281126,0.0,0.0,2490.0,2490.0,1.0,0.0,0.0
